file,dataset,length,n_nan,n_inf,dtype_numeric,label_ok,n_anomaly,contamination,std,is_constant,n_segments,mean_seg_len,max_seg_len,anomaly_at_start,anomaly_at_end
015_NAB_id_15_Synthetic_tr_1007_1st_2787.csv,NAB,4031,0,0,True,True,513,0.12726370627635822,27.50955994255576,False,1,513.0,513,False,False
016_NAB_id_16_Environment_tr_1816_1st_3540.csv,NAB,7266,0,0,True,True,724,0.09964216900633086,4.24747937530584,False,2,362.0,362,False,False
017_NAB_id_17_Synthetic_tr_1007_1st_1805.csv,NAB,4031,0,0,True,True,402,0.09972711485983626,2.8568695079088786,False,1,402.0,402,False,False
018_NAB_id_18_Facility_tr_500_1st_669.csv,NAB,1881,0,0,True,True,188,0.09994683678894205,0.05654239920271966,False,2,94.0,94,False,False
019_NAB_id_19_Facility_tr_1007_1st_1171.csv,NAB,4031,0,0,True,True,400,0.09923096005953858,4.301364067146214,False,2,200.0,200,False,False
020_NAB_id_20_Synthetic_tr_1007_1st_2679.csv,NAB,4031,0,0,True,True,621,0.15405606549243364,45.36978976108106,False,1,621.0,621,False,False
021_NAB_id_21_WebService_tr_500_1st_565.csv,NAB,1623,0,0,True,True,160,0.09858287122612445,0.16217905361550228,False,2,80.0,80,False,False
022_NAB_id_22_Facility_tr_1007_1st_2980.csv,NAB,4031,0,0,True,True,520,0.12900024807740015,3.6524348883727935,False,2,260.0,320,False,False
023_NAB_id_23_Facility_tr_4512_1st_16551.csv,NAB,18049,0,0,True,True,1498,0.0829962878829852,15.635287733422171,False,1,1498.0,1498,False,True
024_NAB_id_24_Synthetic_tr_1007_1st_2787.csv,NAB,4031,0,0,True,True,513,0.12726370627635822,32.430132343331216,False,1,513.0,513,False,False
025_NAB_id_25_WebService_tr_3958_1st_4614.csv,NAB,15832,0,0,True,True,1580,0.0997978777160182,19.73807419268644,False,2,790.0,790,False,False
026_NAB_id_26_Traffic_tr_624_1st_2261.csv,NAB,2499,0,0,True,True,238,0.09523809523809523,8.7451068649251,False,1,238.0,238,False,True
027_NAB_id_27_Facility_tr_757_1st_2582.csv,NAB,3031,0,0,True,True,200,0.06598482349059716,56.52749416424895,False,1,200.0,200,False,False
028_NAB_id_28_Facility_tr_1007_1st_3447.csv,NAB,4031,0,0,True,True,430,0.10667328206400396,0.09481280461176511,False,1,430.0,430,False,False
029_WSD_id_1_WebService_tr_4559_1st_10201.csv,WSD,18236,0,0,True,True,26,0.0014257512612415003,1926.1535983228925,False,1,26.0,26,False,False
030_WSD_id_2_WebService_tr_4499_1st_4599.csv,WSD,18084,0,0,True,True,88,0.004866180048661801,555.6462161582409,False,7,12.571428571428571,19,False,False
031_WSD_id_3_WebService_tr_826_1st_926.csv,WSD,18236,0,0,True,True,39,0.0021386268918622505,1.6356044351605186,False,1,39.0,39,False,False
032_WSD_id_4_WebService_tr_4559_1st_11822.csv,WSD,10686,0,0,True,True,32,0.0029945723376380313,1840.5517373346568,False,2,16.0,20,False,False
033_WSD_id_5_WebService_tr_4559_1st_12588.csv,WSD,18236,0,0,True,True,14,0.0007677122175915771,2556.7230653067236,False,1,14.0,14,False,False
034_WSD_id_6_WebService_tr_4559_1st_8461.csv,WSD,18236,0,0,True,True,188,0.010309278350515464,3.2990437442614247,False,4,47.0,70,False,False
035_WSD_id_7_WebService_tr_4555_1st_11911.csv,WSD,18220,0,0,True,True,32,0.001756311745334797,1871.1177606174438,False,3,10.666666666666666,12,False,False
036_WSD_id_8_WebService_tr_4504_1st_6898.csv,WSD,18016,0,0,True,True,6,0.0003330373001776199,0.9957429027225848,False,2,3.0,3,False,False
037_WSD_id_9_WebService_tr_4583_1st_6214.csv,WSD,18334,0,0,True,True,46,0.002508999672739173,2457.6615842511396,False,3,15.333333333333334,20,False,False
038_WSD_id_10_WebService_tr_4042_1st_4142.csv,WSD,18084,0,0,True,True,66,0.0036496350364963502,3.3363303071168806,False,6,11.0,22,False,False
039_WSD_id_11_WebService_tr_1746_1st_1846.csv,WSD,18219,0,0,True,True,132,0.0072451835995389425,3.7798760723284794,False,7,18.857142857142858,47,False,False
040_WSD_id_12_WebService_tr_4559_1st_9714.csv,WSD,18236,0,0,True,True,41,0.0022483000658039044,2102.643313066408,False,4,10.25,16,False,False
041_WSD_id_13_WebService_tr_4296_1st_5196.csv,WSD,17186,0,0,True,True,156,0.009077155824508321,3.585494117517698,False,7,22.285714285714285,65,False,False
042_WSD_id_14_WebService_tr_3015_1st_3115.csv,WSD,18308,0,0,True,True,121,0.006609132619619838,489.1717100713906,False,12,10.083333333333334,16,False,False
043_WSD_id_15_WebService_tr_4521_1st_6828.csv,WSD,18085,0,0,True,True,6,0.00033176665745092616,0.9522554664693436,False,2,3.0,3,False,False
044_WSD_id_16_WebService_tr_4559_1st_6975.csv,WSD,18236,0,0,True,True,32,0.001754770783066462,4.149385902976478,False,1,32.0,32,False,False
045_WSD_id_17_WebService_tr_2566_1st_2666.csv,WSD,18236,0,0,True,True,6,0.0003290195218249616,0.3983277043724663,False,2,3.0,3,False,False
046_WSD_id_18_WebService_tr_2357_1st_2457.csv,WSD,18220,0,0,True,True,130,0.007135016465422613,583.0054437231304,False,11,11.818181818181818,16,False,False
047_WSD_id_19_WebService_tr_4559_1st_16362.csv,WSD,18236,0,0,True,True,14,0.0007677122175915771,1.7780220159726985,False,1,14.0,14,False,False
048_WSD_id_20_WebService_tr_4559_1st_11813.csv,WSD,18236,0,0,True,True,53,0.0029063391094538275,1949.6972610658045,False,2,26.5,27,False,False
049_WSD_id_21_WebService_tr_4297_1st_7097.csv,WSD,17189,0,0,True,True,31,0.0018034789691081506,3.138806995737184,False,3,10.333333333333334,25,False,False
050_WSD_id_22_WebService_tr_4559_1st_12816.csv,WSD,18236,0,0,True,True,23,0.0012612415003290195,2085.771609986519,False,1,23.0,23,False,False
051_WSD_id_23_WebService_tr_3919_1st_5154.csv,WSD,15676,0,0,True,True,60,0.003827507017096198,1920.5144843758096,False,4,15.0,22,False,False
052_WSD_id_24_WebService_tr_4559_1st_9102.csv,WSD,18236,0,0,True,True,34,0.001864443957008116,5.573540219962835,False,2,17.0,31,False,False
053_WSD_id_25_WebService_tr_4559_1st_9198.csv,WSD,18236,0,0,True,True,13,0.0007128756306207501,1880.9680566446784,False,1,13.0,13,False,False
054_WSD_id_26_WebService_tr_2409_1st_2509.csv,WSD,18391,0,0,True,True,66,0.003588711869936382,496.49844783802587,False,5,13.2,17,False,False
055_WSD_id_27_WebService_tr_3768_1st_3868.csv,WSD,18191,0,0,True,True,103,0.005662140618987411,562.2059764361237,False,8,12.875,18,False,False
056_WSD_id_28_WebService_tr_4559_1st_9689.csv,WSD,18236,0,0,True,True,38,0.0020837903048914236,0.6442393882077365,False,1,38.0,38,False,False
057_WSD_id_29_WebService_tr_2229_1st_2329.csv,WSD,18236,0,0,True,True,29,0.001590261022153981,0.7827334009046097,False,1,29.0,29,False,False
058_WSD_id_30_WebService_tr_1136_1st_1236.csv,WSD,18236,0,0,True,True,8,0.0004386926957666155,1.697418649564845,False,1,8.0,8,False,False
059_WSD_id_31_WebService_tr_4559_1st_9058.csv,WSD,18236,0,0,True,True,25,0.0013709146742706734,1771.4490285619786,False,1,25.0,25,False,False
060_WSD_id_32_WebService_tr_4576_1st_4766.csv,WSD,18305,0,0,True,True,102,0.005572248019666758,486.01805218687514,False,8,12.75,22,False,False
061_WSD_id_33_WebService_tr_4559_1st_9722.csv,WSD,18236,0,0,True,True,30,0.001645097609124808,2084.6834008506303,False,3,10.0,11,False,False
062_WSD_id_34_WebService_tr_3371_1st_3471.csv,WSD,18236,0,0,True,True,160,0.00877385391533231,0.9588104495697624,False,16,10.0,21,False,False
063_WSD_id_35_WebService_tr_2290_1st_2390.csv,WSD,18236,0,0,True,True,67,0.003674051327045405,40.81191062019142,False,3,22.333333333333332,26,False,False
064_WSD_id_36_WebService_tr_4559_1st_10195.csv,WSD,18236,0,0,True,True,25,0.0013709146742706734,1931.392904471487,False,1,25.0,25,False,False
065_WSD_id_37_WebService_tr_3451_1st_3551.csv,WSD,18236,0,0,True,True,199,0.01091248080719456,2643.3837066693923,False,2,99.5,172,False,False
066_WSD_id_38_WebService_tr_3320_1st_3420.csv,WSD,18302,0,0,True,True,112,0.006119549775980767,4.530410576351275,False,8,14.0,31,False,False
067_WSD_id_39_WebService_tr_4559_1st_13973.csv,WSD,18236,0,0,True,True,48,0.002632156174599693,2056.857858415532,False,1,48.0,48,False,False
068_WSD_id_40_WebService_tr_4549_1st_13322.csv,WSD,18197,0,0,True,True,29,0.001593669286146068,2048.565150995991,False,2,14.5,16,False,False
069_WSD_id_41_WebService_tr_4548_1st_13988.csv,WSD,18192,0,0,True,True,13,0.0007145998240985048,1922.572930194117,False,1,13.0,13,False,False
070_WSD_id_42_WebService_tr_2102_1st_2202.csv,WSD,11686,0,0,True,True,79,0.006760225911346911,536.8917782168362,False,6,13.166666666666666,17,False,False
071_WSD_id_43_WebService_tr_3387_1st_3487.csv,WSD,18236,0,0,True,True,2095,0.11488264970388243,30.41583112203814,False,7,299.2857142857143,1677,False,False
072_WSD_id_44_WebService_tr_1691_1st_1791.csv,WSD,12500,0,0,True,True,187,0.01496,4.234070847723808,False,4,46.75,72,False,False
073_WSD_id_45_WebService_tr_3392_1st_3492.csv,WSD,15000,0,0,True,True,268,0.017866666666666666,1854.430502531275,False,2,134.0,255,False,False
074_WSD_id_46_WebService_tr_990_1st_1090.csv,WSD,18236,0,0,True,True,290,0.015902610221539812,1.1254767538951036,False,21,13.80952380952381,33,False,False
075_WSD_id_47_WebService_tr_3296_1st_3468.csv,WSD,13186,0,0,True,True,35,0.002654330350371606,492.0314522479778,False,4,8.75,12,False,False
076_WSD_id_48_WebService_tr_3821_1st_7083.csv,WSD,15285,0,0,True,True,9,0.0005888125613346418,0.3781360424562222,False,2,4.5,6,False,False
077_WSD_id_49_WebService_tr_3310_1st_3716.csv,WSD,13243,0,0,True,True,59,0.0044551838707241566,723.2137294488559,False,6,9.833333333333334,13,False,False
078_WSD_id_50_WebService_tr_2449_1st_2549.csv,WSD,18381,0,0,True,True,73,0.003971492301833415,731.5945508950072,False,6,12.166666666666666,14,False,False
079_WSD_id_51_WebService_tr_4559_1st_10672.csv,WSD,18236,0,0,True,True,27,0.0014805878482123272,7.162048566635812,False,2,13.5,17,False,False
080_WSD_id_52_WebService_tr_1538_1st_1638.csv,WSD,18307,0,0,True,True,96,0.005243895777571421,3.5775131669180915,False,15,6.4,27,False,False
081_WSD_id_53_WebService_tr_4559_1st_8448.csv,WSD,18236,0,0,True,True,204,0.011186663742048695,3.213137181853119,False,3,68.0,107,False,False
082_WSD_id_54_WebService_tr_4437_1st_4805.csv,WSD,17748,0,0,True,True,141,0.007944557133198107,4.208992784926585,False,5,28.2,77,False,False
083_WSD_id_55_WebService_tr_4599_1st_4863.csv,WSD,18397,0,0,True,True,616,0.03348372017176714,5.330249323318599,False,2,308.0,613,False,False
084_WSD_id_56_WebService_tr_4559_1st_9616.csv,WSD,18236,0,0,True,True,63,0.0034547049791620967,0.5467615654971175,False,1,63.0,63,False,False
085_WSD_id_57_WebService_tr_780_1st_880.csv,WSD,15403,0,0,True,True,203,0.013179250795299618,1.3210286947697032,False,24,8.458333333333334,12,False,False
086_WSD_id_58_WebService_tr_4436_1st_9529.csv,WSD,17746,0,0,True,True,23,0.0012960667192606784,0.6448410048746094,False,4,5.75,14,False,False
087_WSD_id_59_WebService_tr_4559_1st_12600.csv,WSD,18236,0,0,True,True,11,0.0006032024566790963,2543.3258083606547,False,1,11.0,11,False,False
088_WSD_id_60_WebService_tr_4548_1st_5596.csv,WSD,18193,0,0,True,True,59,0.0032430055515857746,1799.6672594987754,False,4,14.75,23,False,False
089_WSD_id_61_WebService_tr_1010_1st_1110.csv,WSD,17429,0,0,True,True,241,0.013827528831258248,1.3002773550501252,False,22,10.954545454545455,31,False,False
090_WSD_id_62_WebService_tr_2281_1st_2381.csv,WSD,13236,0,0,True,True,150,0.011332728921124207,1.0350963424663662,False,11,13.636363636363637,50,False,False
091_WSD_id_63_WebService_tr_500_1st_363.csv,WSD,18230,0,0,True,True,158,0.008667032364234778,588.7976496995731,False,10,15.8,24,False,False
092_WSD_id_64_WebService_tr_500_1st_118.csv,WSD,18242,0,0,True,True,43,0.002357197675693455,3.5810750311284796,False,5,8.6,23,False,False
093_WSD_id_65_WebService_tr_1125_1st_1225.csv,WSD,18179,0,0,True,True,177,0.009736509158919632,544.5262089768279,False,11,16.09090909090909,61,False,False
094_WSD_id_66_WebService_tr_3309_1st_3914.csv,WSD,13237,0,0,True,True,35,0.0026441036488630354,781.7579322623772,False,3,11.666666666666666,14,False,False
095_WSD_id_67_WebService_tr_2182_1st_2282.csv,WSD,18236,0,0,True,True,14,0.0007677122175915771,0.6887769265676021,False,1,14.0,14,False,False
096_WSD_id_68_WebService_tr_1341_1st_1441.csv,WSD,10744,0,0,True,True,33,0.003071481757259866,659.8715460872193,False,3,11.0,13,False,False
097_WSD_id_69_WebService_tr_4520_1st_6465.csv,WSD,18083,0,0,True,True,44,0.002433224575568213,525.0374672136959,False,4,11.0,13,False,False
098_WSD_id_70_WebService_tr_3575_1st_3675.csv,WSD,18236,0,0,True,True,9,0.0004935292827374424,40.193912710037694,False,3,3.0,3,False,False
099_WSD_id_71_WebService_tr_4559_1st_14411.csv,WSD,18236,0,0,True,True,41,0.0022483000658039044,1851.6684351636763,False,2,20.5,30,False,False
100_WSD_id_72_WebService_tr_4559_1st_10254.csv,WSD,18236,0,0,True,True,50,0.0027418293485413467,1.838174508783248,False,4,12.5,21,False,False
101_WSD_id_73_WebService_tr_1513_1st_1613.csv,WSD,18236,0,0,True,True,71,0.0038933976749287126,1536.2032984459927,False,1,71.0,71,False,False
102_WSD_id_74_WebService_tr_3306_1st_3639.csv,WSD,13227,0,0,True,True,29,0.0021924850684206547,503.06245994487944,False,3,9.666666666666666,11,False,False
103_WSD_id_75_WebService_tr_1375_1st_1475.csv,WSD,18179,0,0,True,True,107,0.005885912316409043,1871.4963313995809,False,4,26.75,65,False,False
104_WSD_id_76_WebService_tr_3047_1st_3147.csv,WSD,18084,0,0,True,True,128,0.007078080070780801,559.0696565283561,False,12,10.666666666666666,15,False,False
105_WSD_id_77_WebService_tr_2348_1st_2448.csv,WSD,18380,0,0,True,True,96,0.005223068552774755,713.120726684827,False,9,10.666666666666666,17,False,False
106_WSD_id_78_WebService_tr_3363_1st_3463.csv,WSD,18236,0,0,True,True,221,0.012118885720552752,1856.585273581881,False,3,73.66666666666667,186,False,False
107_WSD_id_79_WebService_tr_1095_1st_1195.csv,WSD,18236,0,0,True,True,326,0.01787672735248958,2314.753005637495,False,6,54.333333333333336,161,False,False
108_WSD_id_80_WebService_tr_2368_1st_2468.csv,WSD,18220,0,0,True,True,193,0.010592755214050493,593.6792295524122,False,15,12.866666666666667,19,False,False
109_WSD_id_81_WebService_tr_3175_1st_3275.csv,WSD,18058,0,0,True,True,65,0.003599512681360062,15.283487120340194,False,8,8.125,12,False,False
110_WSD_id_82_WebService_tr_500_1st_375.csv,WSD,18236,0,0,True,True,182,0.009980258828690502,0.8708123880499922,False,3,60.666666666666664,143,False,False
111_WSD_id_83_WebService_tr_3934_1st_7531.csv,WSD,15736,0,0,True,True,3,0.00019064565327910524,17.394024721702337,False,1,3.0,3,False,False
112_WSD_id_84_WebService_tr_2442_1st_2542.csv,WSD,18380,0,0,True,True,63,0.003427638737758433,730.430987636454,False,6,10.5,16,False,False
113_WSD_id_85_WebService_tr_500_1st_335.csv,WSD,18242,0,0,True,True,113,0.006194496217520009,718.3913361653096,False,8,14.125,18,False,False
114_WSD_id_86_WebService_tr_500_1st_403.csv,WSD,18243,0,0,True,True,83,0.004549690292166859,643.93434804866,False,8,10.375,14,False,False
115_WSD_id_87_WebService_tr_2252_1st_2352.csv,WSD,18214,0,0,True,True,181,0.009937410782914241,511.4689378929495,False,14,12.928571428571429,24,False,False
116_WSD_id_88_WebService_tr_3934_1st_13861.csv,WSD,15736,0,0,True,True,5,0.00031774275546517537,1.7847918076145681,False,1,5.0,5,False,False
117_WSD_id_89_WebService_tr_3251_1st_3351.csv,WSD,16376,0,0,True,True,3,0.00018319491939423546,0.9024926031422937,False,1,3.0,3,False,False
118_WSD_id_90_WebService_tr_4559_1st_6317.csv,WSD,18236,0,0,True,True,3,0.0001645097609124808,40.729950620290936,False,1,3.0,3,False,False
119_WSD_id_91_WebService_tr_4559_1st_12353.csv,WSD,18236,0,0,True,True,34,0.001864443957008116,2038.4648527449153,False,1,34.0,34,False,False
120_WSD_id_92_WebService_tr_2329_1st_2429.csv,WSD,17438,0,0,True,True,95,0.005447872462438353,783.1302066891519,False,9,10.555555555555555,14,False,False
121_WSD_id_93_WebService_tr_4559_1st_11749.csv,WSD,18236,0,0,True,True,43,0.0023579732397455582,1861.4139036598997,False,3,14.333333333333334,20,False,False
122_WSD_id_94_WebService_tr_4559_1st_8618.csv,WSD,18236,0,0,True,True,56,0.0030708488703663083,29.85873992048051,False,2,28.0,29,False,False
123_WSD_id_95_WebService_tr_4559_1st_4901.csv,WSD,18236,0,0,True,True,36,0.0019741171309497698,42.70302464461094,False,6,6.0,21,False,False
124_WSD_id_96_WebService_tr_4559_1st_14350.csv,WSD,18236,0,0,True,True,10,0.0005483658697082694,1.8293955863049678,False,1,10.0,10,False,False
125_WSD_id_97_WebService_tr_2217_1st_2317.csv,WSD,18250,0,0,True,True,162,0.008876712328767123,555.6413049087995,False,10,16.2,31,False,False
126_WSD_id_98_WebService_tr_657_1st_757.csv,WSD,18883,0,0,True,True,252,0.013345337075676535,1.2679991609916894,False,29,8.689655172413794,17,False,False
127_WSD_id_99_WebService_tr_1164_1st_1264.csv,WSD,18190,0,0,True,True,117,0.006432105552501374,558.6202620454559,False,11,10.636363636363637,15,False,False
128_WSD_id_100_WebService_tr_4068_1st_4168.csv,WSD,18236,0,0,True,True,200,0.010967317394165387,4.8432553309905115,False,4,50.0,104,False,False
129_WSD_id_101_WebService_tr_4448_1st_9592.csv,WSD,17794,0,0,True,True,20,0.0011239743733842868,0.7898134199285829,False,3,6.666666666666667,14,False,False
130_WSD_id_102_WebService_tr_2362_1st_2462.csv,WSD,18236,0,0,True,True,195,0.010693134459311252,16.21454295517791,False,9,21.666666666666668,44,False,False
131_WSD_id_103_WebService_tr_4573_1st_7021.csv,WSD,18294,0,0,True,True,13,0.0007106155023504974,2237.332331838922,False,1,13.0,13,False,False
132_WSD_id_104_WebService_tr_4037_1st_4137.csv,WSD,18236,0,0,True,True,46,0.002522483000658039,3.3110260510509453,False,2,23.0,27,False,False
133_WSD_id_105_WebService_tr_3934_1st_5937.csv,WSD,15736,0,0,True,True,15,0.0009532282663955262,2.1052624757299947,False,1,15.0,15,False,False
134_WSD_id_106_WebService_tr_4559_1st_7990.csv,WSD,18236,0,0,True,True,106,0.005812678218907655,3.677635622426764,False,3,35.333333333333336,71,False,False
135_WSD_id_107_WebService_tr_3779_1st_3879.csv,WSD,15506,0,0,True,True,50,0.0032245582355217334,3.9785264346638867,False,4,12.5,20,False,False
136_WSD_id_108_WebService_tr_3414_1st_3514.csv,WSD,18236,0,0,True,True,183,0.010035095415661329,5.483580805882853,False,8,22.875,41,False,False
137_WSD_id_109_WebService_tr_4559_1st_14404.csv,WSD,18236,0,0,True,True,59,0.003235358631278789,1829.948229309672,False,2,29.5,32,False,False
138_WSD_id_110_WebService_tr_4584_1st_6039.csv,WSD,18336,0,0,True,True,13,0.0007089877835951134,2296.4012396761236,False,1,13.0,13,False,False
139_WSD_id_111_WebService_tr_1701_1st_1801.csv,WSD,18381,0,0,True,True,87,0.004733148359719276,3.411534929198515,False,8,10.875,22,False,False
140_MSL_id_1_Sensor_tr_530_1st_630.csv,MSL,2430,0,0,True,True,121,0.04979423868312757,0.020281846140496475,False,1,121.0,121,False,False
141_MSL_id_2_Sensor_tr_500_1st_550.csv,MSL,2264,0,0,True,True,312,0.13780918727915195,0.42213653199916173,False,2,156.0,201,False,False
142_MSL_id_3_Sensor_tr_1525_1st_4575.csv,MSL,6100,0,0,True,True,181,0.029672131147540984,0.7157323930839294,False,1,181.0,181,False,False
143_MSL_id_4_Sensor_tr_980_1st_3550.csv,MSL,3922,0,0,True,True,151,0.038500764915859256,1.125468523270839,False,1,151.0,151,False,False
144_MSL_id_5_Sensor_tr_1525_1st_4590.csv,MSL,6100,0,0,True,True,131,0.021475409836065575,0.17721576862179295,False,1,131.0,131,False,False
145_MSL_id_6_Sensor_tr_530_1st_630.csv,MSL,2430,0,0,True,True,121,0.04979423868312757,0.4345834517819549,False,1,121.0,121,False,False
146_MSL_id_7_Sensor_tr_554_1st_1172.csv,MSL,2217,0,0,True,True,69,0.03112313937753721,0.49789586496039046,False,1,69.0,69,False,False
147_MSL_id_8_Sensor_tr_590_1st_690.csv,MSL,2430,0,0,True,True,252,0.1037037037037037,0.6446416358367707,False,2,126.0,151,False,False
148_MSL_id_9_Sensor_tr_883_1st_1238.csv,MSL,3535,0,0,True,True,228,0.0644978783592645,0.14545602928278978,False,2,114.0,121,False,False
149_Stock_id_1_Finance_tr_500_1st_7.csv,Stock,20000,0,0,True,True,981,0.04905,16.184613688690956,False,931,1.0537056928034372,2,False,False
150_Stock_id_2_Finance_tr_500_1st_7.csv,Stock,10000,0,0,True,True,1409,0.1409,7.915117023353454,False,1220,1.1549180327868853,4,False,False
151_Stock_id_3_Finance_tr_500_1st_62.csv,Stock,10000,0,0,True,True,487,0.0487,4.694506943090645,False,463,1.0518358531317495,2,False,False
152_Stock_id_4_Finance_tr_500_1st_2.csv,Stock,20000,0,0,True,True,2809,0.14045,27.01762628731191,False,2453,1.1451284141867102,4,False,False
153_Stock_id_5_Finance_tr_500_1st_1.csv,Stock,10000,0,0,True,True,483,0.0483,4.746131116756834,False,456,1.0592105263157894,2,False,False
154_Stock_id_6_Finance_tr_500_1st_38.csv,Stock,20000,0,0,True,True,975,0.04875,15.990783793261539,False,911,1.070252469813392,3,False,False
155_Stock_id_7_Finance_tr_500_1st_18.csv,Stock,20000,0,0,True,True,973,0.04865,15.710001362252319,False,924,1.053030303030303,3,False,False
156_Stock_id_8_Finance_tr_500_1st_24.csv,Stock,10000,0,0,True,True,485,0.0485,4.741440061080327,False,457,1.061269146608315,2,False,False
157_Stock_id_9_Finance_tr_500_1st_19.csv,Stock,10000,0,0,True,True,1392,0.1392,8.229743668655235,False,1200,1.16,6,False,False
158_Stock_id_10_Finance_tr_500_1st_2.csv,Stock,20000,0,0,True,True,977,0.04885,15.726846115738516,False,920,1.0619565217391305,3,False,False
159_Stock_id_11_Finance_tr_500_1st_5.csv,Stock,20000,0,0,True,True,2792,0.1396,27.049629946892,False,2399,1.1638182576073364,5,False,False
160_Stock_id_12_Finance_tr_500_1st_14.csv,Stock,20000,0,0,True,True,981,0.04905,16.267390947518972,False,934,1.0503211991434689,3,False,False
161_Stock_id_13_Finance_tr_500_1st_3.csv,Stock,10000,0,0,True,True,492,0.0492,4.710917656330097,False,464,1.0603448275862069,4,False,False
162_Stock_id_14_Finance_tr_500_1st_4.csv,Stock,10000,0,0,True,True,1380,0.138,7.679754563844233,False,1199,1.1509591326105089,4,False,False
163_Stock_id_15_Finance_tr_500_1st_3.csv,Stock,10000,0,0,True,True,1397,0.1397,7.710859409342949,False,1179,1.18490245971162,6,False,False
164_Stock_id_16_Finance_tr_500_1st_8.csv,Stock,20000,0,0,True,True,2775,0.13875,27.175367472497225,False,2371,1.1703922395613666,6,False,False
165_Stock_id_17_Finance_tr_500_1st_7.csv,Stock,20000,0,0,True,True,2798,0.1399,27.533597211963496,False,2380,1.1756302521008404,4,False,False
166_Stock_id_18_Finance_tr_500_1st_18.csv,Stock,20000,0,0,True,True,2797,0.13985,27.668390770399988,False,2401,1.1649312786339026,4,False,False
167_Stock_id_19_Finance_tr_500_1st_7.csv,Stock,10000,0,0,True,True,488,0.0488,4.7696421007595005,False,468,1.0427350427350428,2,False,False
168_Stock_id_20_Finance_tr_500_1st_1.csv,Stock,10000,0,0,True,True,1395,0.1395,8.364846866823926,False,1208,1.1548013245033113,4,False,False
169_Daphnet_id_1_HumanActivity_tr_9693_1st_20732.csv,Daphnet,38774,0,0,True,True,2306,0.05947284262650229,477.7580195178801,False,6,384.3333333333333,664,False,False
170_MITDB_id_1_Medical_tr_17675_1st_17775.csv,MITDB,500000,0,0,True,True,22845,0.04569,0.10856475798297716,False,49,466.2244897959184,820,False,False
171_MITDB_id_2_Medical_tr_50000_1st_88864.csv,MITDB,650000,0,0,True,True,19657,0.030241538461538462,0.19677939049519838,False,42,468.0238095238095,3151,False,False
172_MITDB_id_3_Medical_tr_27274_1st_27374.csv,MITDB,650000,0,0,True,True,18109,0.02786,1.1435078400039622,False,27,670.7037037037037,2693,False,False
173_MITDB_id_4_Medical_tr_13620_1st_13720.csv,MITDB,650000,0,0,True,True,66682,0.10258769230769231,0.5512893196386042,False,199,335.0854271356784,432,False,False
174_MITDB_id_5_Medical_tr_50000_1st_539948.csv,MITDB,650000,0,0,True,True,574,0.0008830769230769231,0.2918486548546353,False,2,287.0,287,False,False
175_MITDB_id_6_Medical_tr_27274_1st_27374.csv,MITDB,650000,0,0,True,True,18109,0.02786,0.1904890709595269,False,27,670.7037037037037,2693,False,False
